Date,Close
11/18/2015,19.25
11/19/2015,18.46
11/20/2015,19
11/23/2015,19.28
11/24/2015,19.82
11/25/2015,19.25
11/27/2015,19.52
11/30/2015,21.25
12/1/2015,21.52
12/2/2015,20.91
12/3/2015,21.28
12/4/2015,20.88
12/7/2015,20.64
12/8/2015,19.79
12/9/2015,18.78
12/10/2015,19.56
12/11/2015,19
12/14/2015,18.39
12/15/2015,18.45
12/16/2015,18.65
12/17/2015,18.36
12/18/2015,18.1
12/21/2015,17.94
12/22/2015,17.68
12/23/2015,17.4
12/24/2015,17.67
12/28/2015,17.43
12/29/2015,17.78
12/30/2015,18.31
12/31/2015,17.96
1/4/2016,17.99
1/5/2016,19.5
1/6/2016,20.66
1/7/2016,20.18
1/8/2016,19.17
1/11/2016,19
1/12/2016,18.63
1/13/2016,16.91
1/14/2016,17.73
1/15/2016,17.02
1/19/2016,16.63
1/20/2016,15.74
1/21/2016,16.34
1/22/2016,17.44
1/25/2016,16.78
1/26/2016,16.7
1/27/2016,16.25
1/28/2016,15.52
1/29/2016,16.24
2/1/2016,15.99
2/2/2016,15.88
2/3/2016,15.85
2/4/2016,15.2
2/5/2016,14.13
2/8/2016,12.68
2/9/2016,11.86
2/10/2016,11.99
2/11/2016,11.89
2/12/2016,11.92
2/16/2016,12.36
2/17/2016,14.05
2/18/2016,14.52
2/19/2016,14.96
2/22/2016,15.12
2/23/2016,14.72
2/24/2016,14.91
2/25/2016,13.85
2/26/2016,14.57
2/29/2016,13.83
3/1/2016,13.76
3/2/2016,13.47
3/3/2016,12.75
3/4/2016,12.21
3/7/2016,12.5
3/8/2016,11.98
3/9/2016,12.36
3/10/2016,12.14
3/11/2016,12.28
3/14/2016,11.84
3/15/2016,11.47
3/16/2016,11.59
3/17/2016,10.65
3/18/2016,11.21
3/21/2016,11.23
3/22/2016,10.94
3/23/2016,10.34
3/24/2016,9.94
3/28/2016,9.5
3/29/2016,9.95
3/30/2016,9.9
3/31/2016,9.6
4/1/2016,10.04
4/4/2016,10.02
4/5/2016,10.13
4/6/2016,10.07
4/7/2016,10.3
4/8/2016,10.52
4/11/2016,10.07
4/12/2016,10.37
4/13/2016,11.22
4/14/2016,11.19
4/15/2016,11.24
4/18/2016,11.14
4/19/2016,11.4
4/20/2016,11.58
4/21/2016,12.03
4/22/2016,11.9
4/25/2016,12
4/26/2016,12.08
4/27/2016,12.05
4/28/2016,12.07
4/29/2016,12.15
5/2/2016,12.34
5/3/2016,11.63
5/4/2016,11.63
5/5/2016,10.76
5/6/2016,10.85
5/9/2016,11.82
5/10/2016,11.8
5/11/2016,11.64
5/12/2016,11.07
5/13/2016,10.05
5/16/2016,9.58
5/17/2016,10.25
5/18/2016,10.03
5/19/2016,9.72
5/20/2016,9.77
5/23/2016,9.99
5/24/2016,9.92
5/25/2016,10.28
5/26/2016,10.84
5/27/2016,11.31
5/31/2016,11.43
6/1/2016,11.62
6/2/2016,11.88
6/3/2016,11.82
6/6/2016,12.25
6/7/2016,12.54
6/8/2016,12.62
6/9/2016,12.66
6/10/2016,12.53
6/13/2016,12.5
6/14/2016,12.63
6/15/2016,13.04
6/16/2016,13.36
6/17/2016,12.86
6/20/2016,12.95
6/21/2016,12.89
6/22/2016,12.88
6/23/2016,12.95
6/24/2016,13.08
6/27/2016,13.14
6/28/2016,14.58
6/29/2016,15.93
6/30/2016,16.02
7/1/2016,16.08
7/5/2016,16.02
7/6/2016,15.93
7/7/2016,15.93
7/8/2016,15.28
7/11/2016,15.4
7/12/2016,15.99
7/13/2016,16.14
7/14/2016,15.51
7/15/2016,15.45
7/18/2016,16.05
7/19/2016,17.51
7/20/2016,17.54
7/21/2016,16.9
7/22/2016,17.66
7/25/2016,17.47
7/26/2016,17.15
7/27/2016,17.41
7/28/2016,17.78
7/29/2016,17.44
8/2/2016,17.98
8/3/2016,17.77
8/4/2016,15.09
8/5/2016,16.64
8/8/2016,16.36
8/9/2016,16.59
8/10/2016,17.24
8/11/2016,17.24
8/12/2016,17.56
8/15/2016,18.22
8/16/2016,17.89
8/17/2016,18.78
8/18/2016,19
8/19/2016,18.37
8/22/2016,17.98
8/23/2016,18
8/24/2016,17.51
8/25/2016,16.69
8/26/2016,17.36
8/29/2016,17.55
8/30/2016,17.69
8/31/2016,17.83
9/1/2016,17.98
9/2/2016,18.5
9/6/2016,18.91
9/7/2016,18.95
9/8/2016,19.07
9/9/2016,18.6
9/12/2016,18.4
9/13/2016,17.97
9/14/2016,18.36
9/15/2016,18.98
9/16/2016,19.02
9/19/2016,18.9
9/20/2016,18.61
9/21/2016,18.99
9/22/2016,18.95
9/23/2016,18.64
9/26/2016,18.55
9/27/2016,18.2
9/28/2016,18.11
9/29/2016,18.01
9/30/2016,18.31
10/3/2016,17.83
10/4/2016,17.65
10/5/2016,17.61
10/6/2016,16.55
10/7/2016,16.7
10/10/2016,17.12
10/11/2016,16.48
10/12/2016,16.31
10/13/2016,16.41
10/14/2016,15.77
10/17/2016,15.95
10/18/2016,16.55
10/19/2016,16.35
10/20/2016,16.7
10/21/2016,16.55
10/24/2016,16.45
10/25/2016,15.9
10/26/2016,15.2
10/27/2016,14.9
10/28/2016,16.15
10/31/2016,16.25
11/1/2016,16.5
11/2/2016,15.95
11/3/2016,15.75
11/4/2016,15.8
11/7/2016,16.9
11/8/2016,17.05
11/9/2016,17.1
11/10/2016,17.7
11/11/2016,17.9
11/14/2016,16.95
11/15/2016,16.95
11/16/2016,17.1
11/17/2016,17.45
11/18/2016,17.4
11/21/2016,17.7
11/22/2016,17.85
11/23/2016,18.3
11/25/2016,18.15
11/28/2016,17.95
11/29/2016,18.1
11/30/2016,18.35
12/1/2016,18.15
12/2/2016,17.95
12/5/2016,18.45
12/6/2016,19
12/7/2016,18.8
12/8/2016,18.5
12/9/2016,17.7
12/12/2016,17.05
12/13/2016,16.2
12/14/2016,16.85
12/15/2016,16.8
12/16/2016,16.85
12/19/2016,16.4
12/20/2016,16.35
12/21/2016,16.6
12/22/2016,16.75
12/23/2016,16.85
12/27/2016,16.75
12/28/2016,16.55
12/29/2016,16.65
12/30/2016,16.5
1/3/2017,16.5
1/4/2017,16.5
1/5/2017,16.4
1/6/2017,16.55
1/9/2017,17.4
1/10/2017,18.05
1/11/2017,18.2
1/12/2017,17.9
1/13/2017,18.35
1/17/2017,17.4
1/18/2017,17
1/19/2017,18.4
1/20/2017,18.65
1/23/2017,18.75
1/24/2017,18.9
1/25/2017,18.95
1/26/2017,19.55
1/27/2017,20.55
1/30/2017,20.7
1/31/2017,20
2/1/2017,19.7
2/2/2017,20.3
2/3/2017,20.45
2/6/2017,20.2
2/7/2017,20.5
2/8/2017,21.4
2/9/2017,21.25
2/10/2017,21.7
2/13/2017,21.4
2/14/2017,21.25
2/15/2017,20.9
2/16/2017,21.05
2/17/2017,20.75
2/21/2017,20.8
2/22/2017,20.75
2/23/2017,20.85
2/24/2017,21.15
2/27/2017,21.85
2/28/2017,22.05
3/1/2017,22.45
3/2/2017,23.55
3/3/2017,22.3
3/6/2017,21
3/7/2017,20
3/8/2017,19.8
3/9/2017,19.85
3/10/2017,21
3/13/2017,21.15
3/14/2017,20.95
3/15/2017,22.1
3/16/2017,22.25
3/17/2017,23.45
3/20/2017,23.3
3/21/2017,23.95
3/22/2017,23.9
3/23/2017,23.95
3/24/2017,25.45
3/27/2017,25.65
3/28/2017,25.7
3/29/2017,24.95
3/30/2017,25.2
3/31/2017,25
4/3/2017,24.75
4/4/2017,24.9
4/5/2017,25.25
4/6/2017,25.3
4/7/2017,24.85
4/10/2017,24.75
4/11/2017,24.75
4/12/2017,24.15
4/13/2017,24.7
4/17/2017,25.45
4/18/2017,25.8
4/19/2017,25.75
4/20/2017,26.45
4/21/2017,25.75
4/24/2017,25.55
4/25/2017,25.45
4/26/2017,25.75
4/27/2017,25.1
4/28/2017,24.8
5/1/2017,25.1
5/2/2017,25
5/3/2017,24.8
5/4/2017,24.85
5/5/2017,23.2
5/8/2017,22.85
5/9/2017,28.6
5/10/2017,30.75
5/11/2017,29.7
5/12/2017,29.45
5/15/2017,28.8
5/16/2017,28.55
5/17/2017,27.55
5/18/2017,28.55
5/19/2017,29.65
5/22/2017,28.5
5/23/2017,29.05
5/24/2017,29.1
5/25/2017,30.5
5/26/2017,30.3
5/30/2017,29.6
5/31/2017,30.6
6/1/2017,31
6/2/2017,32.9
6/5/2017,32.35
6/6/2017,33.45
6/7/2017,33.95
6/8/2017,33
6/9/2017,31.65
6/12/2017,30.7
6/13/2017,32.6
6/14/2017,33
6/15/2017,33.35
6/16/2017,34
6/19/2017,35.8
6/20/2017,32.65
6/21/2017,33.85
6/22/2017,34.65
6/23/2017,36
6/26/2017,35.65
6/27/2017,34.8
6/28/2017,36.15
6/29/2017,35.25
6/30/2017,34.7
7/3/2017,34.25
7/5/2017,35.1
7/6/2017,34.7
7/7/2017,35.15
7/10/2017,35
7/11/2017,35.2
7/12/2017,35.35
7/13/2017,34.75
7/14/2017,35.45
7/17/2017,34.95
7/18/2017,35.15
7/19/2017,35.25
7/20/2017,34.45
7/21/2017,34.4
7/24/2017,34.3
7/25/2017,34.7
7/26/2017,34.35
7/27/2017,32.5
7/28/2017,33.75
7/31/2017,32.8
8/1/2017,32.55
8/2/2017,30.75
8/3/2017,30.25
8/4/2017,30.9
8/7/2017,31.7
8/8/2017,32.65
8/9/2017,31.95
8/10/2017,30.7
8/11/2017,30.35
8/14/2017,30.7
8/15/2017,31.2
8/16/2017,30.05
8/17/2017,30.15
8/18/2017,29.5
8/21/2017,28.95
8/22/2017,29.1
8/23/2017,29.25
8/24/2017,29.95
8/25/2017,29.85
8/28/2017,32.65
8/29/2017,33.4
8/30/2017,33.25
8/31/2017,33.55
9/1/2017,34.35
9/5/2017,33.2
9/6/2017,33
9/7/2017,31.75
9/8/2017,33
9/11/2017,33.75
9/12/2017,34
9/13/2017,34.7
9/14/2017,37
9/15/2017,35.95
9/18/2017,33.5
9/19/2017,31.35
9/20/2017,31.35
9/21/2017,31.7
9/22/2017,32.7
9/25/2017,31.45
9/26/2017,31.1
9/27/2017,31.35
9/28/2017,32.65
9/29/2017,32.65
10/2/2017,34.2
10/3/2017,34.7
10/4/2017,34.8
10/5/2017,34.35
10/6/2017,34.35
10/9/2017,33.6
10/10/2017,32.3
10/11/2017,32.3
10/12/2017,32.85
10/13/2017,32.15
10/16/2017,32.7
10/17/2017,34
10/18/2017,34.3
10/19/2017,34.05
10/20/2017,34.25
10/23/2017,33.2
10/24/2017,32.95
10/25/2017,32
10/26/2017,31.75
10/27/2017,33
10/30/2017,32
10/31/2017,33.05
11/1/2017,30.8
11/2/2017,32.05
11/3/2017,32.5
11/6/2017,31.25
11/7/2017,31.35
11/8/2017,29.6
11/9/2017,29.65
11/10/2017,29
11/13/2017,29.4
11/14/2017,28.3
11/15/2017,28.05
11/16/2017,28.7
11/17/2017,28.4
11/20/2017,30.4
11/21/2017,33.6
11/22/2017,34
11/24/2017,35.25
11/27/2017,36.75
11/28/2017,36.75
11/29/2017,35.55
11/30/2017,37.1
12/1/2017,35.7
12/4/2017,33.6
12/5/2017,32.8
12/6/2017,31.5
12/7/2017,33.75
12/8/2017,33.55
12/11/2017,32.3
12/12/2017,33.25
12/13/2017,34.65
12/14/2017,34
12/15/2017,35.95
12/18/2017,36.35
12/19/2017,35.6
12/20/2017,35.6
12/21/2017,35.2
12/22/2017,35.2
12/26/2017,35.9
12/27/2017,35.6
12/28/2017,35.45
12/29/2017,34.85
1/2/2018,36.2
1/3/2018,36.85
1/4/2018,37.2
1/5/2018,37.5
1/8/2018,36.05
1/9/2018,34.5
1/10/2018,33.1
1/11/2018,33.2
1/12/2018,32.65
1/16/2018,32.75
1/17/2018,32.45
1/18/2018,31.3
1/19/2018,32.65
1/22/2018,32.75
1/23/2018,34.55
1/24/2018,34.9
1/25/2018,35.3
1/26/2018,36.5
1/29/2018,36.1
1/30/2018,36.3
1/31/2018,37.4
2/1/2018,37.05
2/2/2018,35.3
2/5/2018,33.95
2/6/2018,34.7
2/7/2018,34.1
2/8/2018,33.05
2/9/2018,32.95
2/12/2018,33.8
2/13/2018,34.15
2/14/2018,35.75
2/15/2018,36.9
2/16/2018,37.15
2/20/2018,37.75
2/21/2018,38.65
2/22/2018,38.8
2/23/2018,37.95
2/26/2018,38.55
2/27/2018,37.3
2/28/2018,40.1
3/1/2018,38.55
3/2/2018,41.95
3/5/2018,41.95
3/6/2018,43.45
3/7/2018,44.05
3/8/2018,43.05
3/9/2018,43.15
3/12/2018,43.25
3/13/2018,42.8
3/14/2018,42.95
3/15/2018,42.5
3/16/2018,41.25
3/19/2018,41.55
3/20/2018,41.8
3/21/2018,43.1
3/22/2018,42.7
3/23/2018,42.3
3/26/2018,43.6
3/27/2018,41.15
3/28/2018,39.15
3/29/2018,40.3
4/2/2018,38.5
4/3/2018,40
4/4/2018,40.75
4/5/2018,41.4
4/6/2018,39.15
4/9/2018,38.7
4/10/2018,39.7
4/11/2018,40.1
4/12/2018,41.45
4/13/2018,41.15
4/16/2018,41.65
4/17/2018,42.5
4/18/2018,42.65
4/19/2018,43.05
4/20/2018,42.75
4/23/2018,42.55
4/24/2018,41.15
4/25/2018,40.65
4/26/2018,42.1
4/27/2018,43
4/30/2018,43
5/1/2018,42.7
5/2/2018,45.45
5/3/2018,41.7
5/4/2018,42.2
5/7/2018,44.35
5/8/2018,45.3
5/9/2018,46.65
5/10/2018,46.65
5/11/2018,47.85
5/14/2018,48.5
5/15/2018,49.05
5/16/2018,49.45
5/17/2018,48.7
5/18/2018,49.35
5/21/2018,49.9
5/22/2018,49.6
5/23/2018,49.85
5/24/2018,50.6
5/25/2018,50.7
5/29/2018,50.8
5/30/2018,51.2
5/31/2018,50.9
6/1/2018,50.8
6/4/2018,51.9
6/5/2018,53.8
6/6/2018,54.3
6/7/2018,53
6/8/2018,53.6
6/11/2018,54.7
6/12/2018,56.7
6/13/2018,59.05
6/14/2018,60.6
6/15/2018,60.85
6/18/2018,62.15
6/19/2018,60.45
6/20/2018,62.35
6/21/2018,61.45
6/22/2018,61.6
6/25/2018,59.55
6/26/2018,59.65
6/27/2018,55.7
6/28/2018,57.7
6/29/2018,58.05
7/2/2018,59.4
7/3/2018,59.85
7/5/2018,62.8
7/6/2018,63.35
7/9/2018,65.15
7/10/2018,62.2
7/11/2018,62.7
7/12/2018,65.45
7/13/2018,66.1
7/16/2018,67.05
7/17/2018,68.3
7/18/2018,69.15
7/19/2018,70.4
7/20/2018,68.55
7/23/2018,69.55
7/24/2018,63.7
7/25/2018,66.9
7/26/2018,65.9
7/27/2018,63.85
7/30/2018,61.05
7/31/2018,59.85
8/1/2018,61.85
8/2/2018,65.25
8/3/2018,62.5
8/6/2018,66
8/7/2018,66.7
8/8/2018,69.35
8/9/2018,69
8/10/2018,71.85
8/13/2018,69.5
8/14/2018,71.7
8/15/2018,70.75
8/16/2018,72.6
8/17/2018,73.95
8/20/2018,75.3
8/21/2018,74.85
8/22/2018,75.7
8/23/2018,75.8
8/24/2018,75.75
8/27/2018,74.05
8/28/2018,74.5
8/29/2018,74.05
8/30/2018,75.95
8/31/2018,77.55
9/4/2018,79.15
9/5/2018,77.3
9/6/2018,76.45
9/7/2018,77.05
9/10/2018,77.15
9/11/2018,78.15
9/12/2018,76.95
9/13/2018,77.75
9/14/2018,77.3
9/17/2018,74.6
9/18/2018,76.95
9/19/2018,75.45
9/20/2018,75.4
9/21/2018,78.1
9/24/2018,78.5
9/25/2018,80.75
9/26/2018,78.55
9/27/2018,82.5
9/28/2018,86.35
10/1/2018,83.72
10/2/2018,80.37
10/3/2018,79.9
10/4/2018,78.07
10/5/2018,75.83
10/8/2018,71
10/9/2018,69.25
10/10/2018,63.43
10/11/2018,62.43
10/12/2018,65.94
10/15/2018,66.37
10/16/2018,70.87
10/17/2018,69.95
10/18/2018,68.23
10/19/2018,67.09
10/22/2018,69.14
10/23/2018,67.18
10/24/2018,62.15
10/25/2018,65.96
10/26/2018,62.51
10/29/2018,63.22
10/30/2018,67.19
10/31/2018,69.34
11/1/2018,69.52
11/2/2018,72.51
11/5/2018,63.34
11/6/2018,63.41
11/7/2018,68.28
11/8/2018,65.33
11/9/2018,62.49
11/12/2018,60.56
11/13/2018,58.51
11/14/2018,57.4
11/15/2018,60.29
11/16/2018,59.08
11/19/2018,52.94
11/20/2018,54.76
11/21/2018,54.92
11/23/2018,55.75
11/26/2018,58.41
11/27/2018,59.35
11/28/2018,63.54
11/29/2018,64.09
11/30/2018,62.45
12/3/2018,64.88
12/4/2018,59.81
12/6/2018,55.81
12/7/2018,53.41
12/10/2018,52.34
12/11/2018,53.49
12/12/2018,53.71
12/13/2018,52.45
12/14/2018,51.17
12/17/2018,47.87
12/18/2018,47.99
12/19/2018,48.58
12/20/2018,45.87
12/21/2018,44.01
12/24/2018,42.88
12/26/2018,48.33
12/27/2018,48.33
12/28/2018,48.41
12/31/2018,49.57
1/2/2019,48.18
1/3/2019,46.23
1/4/2019,49.44
1/7/2019,52.13
1/8/2019,53.78
1/9/2019,55.07
1/10/2019,55.55
1/11/2019,55.47
1/14/2019,57.13
1/15/2019,59.24
1/16/2019,60.43
1/17/2019,63.29
1/18/2019,62.38
1/22/2019,60.48
1/23/2019,60.17
1/24/2019,61.03
1/25/2019,63
1/28/2019,62.04
1/29/2019,60.76
1/30/2019,62.07
1/31/2019,64.2
2/1/2019,63.2
2/4/2019,64.42
2/5/2019,63.82
2/6/2019,64
2/7/2019,62.25
2/8/2019,62.59
2/11/2019,63.57
2/12/2019,65.77
2/13/2019,66.65
2/14/2019,66.58
2/15/2019,69.43
2/19/2019,69.99
2/20/2019,69.5
2/21/2019,68.25
2/22/2019,69.15
2/25/2019,69.98
2/26/2019,67.41
2/27/2019,68.99
2/28/2019,64.36
3/1/2019,67.55
3/4/2019,63.13
3/5/2019,63.75
3/6/2019,60.16
3/7/2019,59.32
3/8/2019,58.92
3/11/2019,58.74
3/12/2019,58.09
3/13/2019,60.15
3/14/2019,60.94
3/15/2019,62.86
3/18/2019,63.1
3/19/2019,63.12
3/20/2019,61.99
3/21/2019,63.26
3/22/2019,58.77
3/25/2019,55.66
3/26/2019,52.5
3/27/2019,50.87
3/28/2019,53.68
3/29/2019,55.6
4/1/2019,53.63
4/2/2019,55.52
4/3/2019,55.46
4/4/2019,57.01
4/5/2019,58.49
4/8/2019,57.06
4/9/2019,55.93
4/10/2019,56.57
4/11/2019,55.15
4/12/2019,53.45
4/15/2019,54.03
4/16/2019,52.55
4/17/2019,49.86
4/18/2019,51.6
